date,team_1,team_2,team_1_score,team_2_score,tournament,winner
25-03-2025,Benin,South Africa,0.0,2.0,FIFA World Cup qualification,South Africa
25-03-2025,Angola,Cape Verde,1.0,2.0,FIFA World Cup qualification,Cape Verde
25-03-2025,Morocco,Tanzania,2.0,0.0,FIFA World Cup qualification,Morocco
25-03-2025,Algeria,Mozambique,5.0,1.0,FIFA World Cup qualification,Algeria
25-03-2025,Israel,Norway,2.0,4.0,FIFA World Cup qualification,Norway
25-03-2025,Gibraltar,Czech Republic,0.0,4.0,FIFA World Cup qualification,Czech Republic
28-05-2025,Nigeria,Ghana,2.0,1.0,Unity Cup,Nigeria
29-05-2025,Malaysia,Cape Verde,1.0,1.0,Friendly,Draw
30-05-2025,Saudi Arabia,Jordan,2.0,0.0,Friendly,Saudi Arabia
31-05-2025,Trinidad and Tobago,Ghana,0.0,4.0,Unity Cup,Ghana
02-06-2025,Tunisia,Burkina Faso,2.0,0.0,Friendly,Tunisia
03-06-2025,Malaysia,Cape Verde,0.0,3.0,Friendly,Cape Verde
04-06-2025,Germany,Portugal,1.0,2.0,UEFA Nations League,Portugal
05-06-2025,Spain,France,5.0,4.0,UEFA Nations League,Spain
05-06-2025,Algeria,Rwanda,2.0,0.0,Friendly,Algeria
05-06-2025,DR Congo,Mali,1.0,0.0,Friendly,DR Congo
05-06-2025,Ecuador,Brazil,0.0,0.0,FIFA World Cup qualification,Draw
05-06-2025,Paraguay,Uruguay,2.0,0.0,FIFA World Cup qualification,Paraguay
05-06-2025,Chile,Argentina,0.0,1.0,FIFA World Cup qualification,Argentina
05-06-2025,United Arab Emirates,Uzbekistan,0.0,0.0,FIFA World Cup qualification,Draw
05-06-2025,Qatar,Iran,1.0,0.0,FIFA World Cup qualification,Qatar
05-06-2025,Oman,Jordan,0.0,3.0,FIFA World Cup qualification,Jordan
05-06-2025,Iraq,South Korea,0.0,2.0,FIFA World Cup qualification,South Korea
05-06-2025,Bahrain,Saudi Arabia,0.0,2.0,FIFA World Cup qualification,Saudi Arabia
05-06-2025,Australia,Japan,1.0,0.0,FIFA World Cup qualification,Australia
06-06-2025,Hungary,Sweden,0.0,2.0,Friendly,Sweden
06-06-2025,Morocco,Tunisia,2.0,0.0,Friendly,Morocco
06-06-2025,Republic of Ireland,Senegal,1.0,1.0,Friendly,Draw
06-06-2025,Scotland,Iceland,1.0,3.0,Friendly,Iceland
06-06-2025,South Africa,Tanzania,0.0,0.0,Friendly,Draw
06-06-2025,Colombia,Peru,0.0,0.0,FIFA World Cup qualification,Draw
06-06-2025,Norway,Italy,3.0,0.0,FIFA World Cup qualification,Norway
06-06-2025,North Macedonia,Belgium,1.0,1.0,FIFA World Cup qualification,Draw
06-06-2025,Czech Republic,Montenegro,2.0,0.0,FIFA World Cup qualification,Czech Republic
06-06-2025,Gibraltar,Croatia,0.0,7.0,FIFA World Cup qualification,Croatia
06-06-2025,Curaçao,Saint Lucia,4.0,0.0,FIFA World Cup qualification,Curaçao
07-06-2025,Mexico,Switzerland,2.0,4.0,Friendly,Switzerland
07-06-2025,United States,Turkey,1.0,2.0,Friendly,Turkey
07-06-2025,Finland,Netherlands,0.0,2.0,FIFA World Cup qualification,Netherlands
07-06-2025,Bosnia and Herzegovina,San Marino,1.0,0.0,FIFA World Cup qualification,Bosnia and Herzegovina
07-06-2025,Austria,Romania,2.0,1.0,FIFA World Cup qualification,Austria
07-06-2025,Andorra,England,0.0,1.0,FIFA World Cup qualification,England
07-06-2025,Canada,Ukraine,4.0,2.0,Canadian Shield,Canada
07-06-2025,Ivory Coast,New Zealand,0.0,1.0,Canadian Shield,New Zealand
07-06-2025,Aruba,Haiti,0.0,5.0,FIFA World Cup qualification,Haiti
07-06-2025,Belize,Panama,0.0,2.0,FIFA World Cup qualification,Panama
08-06-2025,Germany,France,0.0,2.0,UEFA Nations League,France
08-06-2025,Portugal,Spain,2.0,2.0,UEFA Nations League,Draw
08-06-2025,DR Congo,Madagascar,3.0,1.0,Friendly,DR Congo
08-06-2025,Georgia,Cape Verde,1.0,1.0,Friendly,Draw
09-06-2025,Algeria,Rwanda,2.0,0.0,Friendly,Algeria
09-06-2025,Liechtenstein,Scotland,0.0,4.0,Friendly,Scotland
09-06-2025,Morocco,Benin,1.0,0.0,Friendly,Morocco
09-06-2025,Estonia,Norway,0.0,1.0,FIFA World Cup qualification,Norway
09-06-2025,Belgium,Wales,4.0,3.0,FIFA World Cup qualification,Belgium
09-06-2025,Croatia,Czech Republic,5.0,1.0,FIFA World Cup qualification,Croatia
10-06-2025,England,Senegal,1.0,3.0,Friendly,Senegal
10-06-2025,Mexico,Turkey,1.0,0.0,Friendly,Mexico
10-06-2025,Slovenia,Bosnia and Herzegovina,2.0,1.0,Friendly,Slovenia
10-06-2025,South Africa,Mozambique,2.0,0.0,Friendly,South Africa
10-06-2025,Sweden,Algeria,4.0,3.0,Friendly,Sweden
10-06-2025,United States,Switzerland,0.0,4.0,Friendly,Switzerland
10-06-2025,Uruguay,Venezuela,2.0,0.0,FIFA World Cup qualification,Uruguay
10-06-2025,Peru,Ecuador,0.0,0.0,FIFA World Cup qualification,Draw
10-06-2025,Argentina,Colombia,1.0,1.0,FIFA World Cup qualification,Draw
10-06-2025,Brazil,Paraguay,1.0,0.0,FIFA World Cup qualification,Brazil
10-06-2025,Uzbekistan,Qatar,3.0,0.0,FIFA World Cup qualification,Uzbekistan
10-06-2025,Iran,North Korea,3.0,0.0,FIFA World Cup qualification,Iran
10-06-2025,South Korea,Kuwait,4.0,0.0,FIFA World Cup qualification,South Korea
10-06-2025,Jordan,Iraq,0.0,1.0,FIFA World Cup qualification,Iraq
10-06-2025,Japan,Indonesia,6.0,0.0,FIFA World Cup qualification,Japan
10-06-2025,Saudi Arabia,Australia,1.0,2.0,FIFA World Cup qualification,Australia
10-06-2025,Netherlands,Malta,8.0,0.0,FIFA World Cup qualification,Netherlands
10-06-2025,San Marino,Austria,0.0,4.0,FIFA World Cup qualification,Austria
10-06-2025,New Zealand,Ukraine,1.0,2.0,Canadian Shield,Ukraine
10-06-2025,Canada,Ivory Coast,0.0,0.0,Canadian Shield,Draw
10-06-2025,Haiti,Curaçao,1.0,5.0,FIFA World Cup qualification,Curaçao
10-06-2025,Panama,Nicaragua,3.0,0.0,FIFA World Cup qualification,Panama
14-06-2025,Mexico,Dominican Republic,3.0,2.0,Gold Cup,Mexico
15-06-2025,Haiti,Saudi Arabia,0.0,1.0,Gold Cup,Saudi Arabia
16-06-2025,Panama,Guadeloupe,5.0,2.0,Gold Cup,Panama
17-06-2025,Curaçao,El Salvador,0.0,0.0,Gold Cup,Draw
17-06-2025,Canada,Honduras,6.0,0.0,Gold Cup,Canada
18-06-2025,Suriname,Mexico,0.0,2.0,Gold Cup,Mexico
19-06-2025,Trinidad and Tobago,Haiti,1.0,1.0,Gold Cup,Draw
19-06-2025,United States,Saudi Arabia,1.0,0.0,Gold Cup,United States
20-06-2025,Guatemala,Panama,0.0,1.0,Gold Cup,Panama
21-06-2025,Curaçao,Canada,1.0,1.0,Gold Cup,Draw
22-06-2025,Mexico,Costa Rica,0.0,0.0,Gold Cup,Draw
22-06-2025,Saudi Arabia,Trinidad and Tobago,1.0,1.0,Gold Cup,Draw
22-06-2025,United States,Haiti,2.0,1.0,Gold Cup,United States
24-06-2025,Honduras,Curaçao,2.0,1.0,Gold Cup,Honduras
24-06-2025,Canada,El Salvador,2.0,0.0,Gold Cup,Canada
24-06-2025,Panama,Jamaica,4.0,1.0,Gold Cup,Panama
28-06-2025,Panama,Honduras,1.0,1.0,Gold Cup,Draw
28-06-2025,Mexico,Saudi Arabia,2.0,0.0,Gold Cup,Mexico
29-06-2025,Canada,Guatemala,1.0,1.0,Gold Cup,Draw
02-07-2025,Mexico,Honduras,1.0,0.0,Gold Cup,Mexico
06-07-2025,United States,Mexico,1.0,2.0,Gold Cup,Mexico
24-08-2025,Qatar,Lebanon,2.0,2.0,Friendly,Draw
03-09-2025,Qatar,Bahrain,2.0,2.0,Friendly,Draw
04-09-2025,Norway,Finland,1.0,0.0,Friendly,Norway
04-09-2025,Russia,Jordan,0.0,0.0,Friendly,Draw
04-09-2025,Saudi Arabia,North Macedonia,2.0,1.0,Friendly,Saudi Arabia
04-09-2025,Colombia,Bolivia,3.0,0.0,FIFA World Cup qualification,Colombia
04-09-2025,Argentina,Venezuela,3.0,0.0,FIFA World Cup qualification,Argentina
04-09-2025,Paraguay,Ecuador,0.0,0.0,FIFA World Cup qualification,Draw
04-09-2025,Uruguay,Peru,3.0,0.0,FIFA World Cup qualification,Uruguay
04-09-2025,Brazil,Chile,3.0,0.0,FIFA World Cup qualification,Brazil
04-09-2025,Mauritius,Cape Verde,0.0,2.0,FIFA World Cup qualification,Cape Verde
04-09-2025,Algeria,Botswana,3.0,1.0,FIFA World Cup qualification,Algeria
04-09-2025,Tunisia,Liberia,3.0,0.0,FIFA World Cup qualification,Tunisia
04-09-2025,Chad,Ghana,1.0,1.0,FIFA World Cup qualification,Draw
04-09-2025,Slovakia,Germany,2.0,0.0,FIFA World Cup qualification,Slovakia
04-09-2025,Georgia,Turkey,2.0,3.0,FIFA World Cup qualification,Turkey
04-09-2025,Bulgaria,Spain,0.0,3.0,FIFA World Cup qualification,Spain
04-09-2025,Netherlands,Poland,1.0,1.0,FIFA World Cup qualification,Draw
04-09-2025,Liechtenstein,Belgium,0.0,6.0,FIFA World Cup qualification,Belgium
04-09-2025,Iraq,Hong Kong,2.0,1.0,King's Cup,Iraq
04-09-2025,Suriname,Panama,0.0,0.0,FIFA World Cup qualification,Draw
05-09-2025,Australia,New Zealand,1.0,0.0,Soccer Ashes,Australia
05-09-2025,Romania,Canada,0.0,3.0,Friendly,Canada
05-09-2025,Egypt,Ethiopia,2.0,0.0,FIFA World Cup qualification,Egypt
05-09-2025,South Sudan,DR Congo,1.0,4.0,FIFA World Cup qualification,DR Congo
05-09-2025,Senegal,Sudan,2.0,0.0,FIFA World Cup qualification,Senegal
05-09-2025,South Africa,Lesotho,3.0,0.0,FIFA World Cup qualification,South Africa
05-09-2025,Morocco,Niger,5.0,0.0,FIFA World Cup qualification,Morocco
05-09-2025,Ivory Coast,Burundi,1.0,0.0,FIFA World Cup qualification,Ivory Coast
05-09-2025,Slovenia,Sweden,2.0,2.0,FIFA World Cup qualification,Draw
05-09-2025,Switzerland,Kosovo,4.0,0.0,FIFA World Cup qualification,Switzerland
05-09-2025,Denmark,Scotland,0.0,0.0,FIFA World Cup qualification,Draw
05-09-2025,Ukraine,France,0.0,2.0,FIFA World Cup qualification,France
05-09-2025,Faroe Islands,Croatia,0.0,1.0,FIFA World Cup qualification,Croatia
05-09-2025,Montenegro,Czech Republic,0.0,2.0,FIFA World Cup qualification,Czech Republic
05-09-2025,Trinidad and Tobago,Curaçao,0.0,0.0,FIFA World Cup qualification,Draw
05-09-2025,Haiti,Honduras,0.0,0.0,FIFA World Cup qualification,Draw
06-09-2025,Mexico,Japan,0.0,0.0,Friendly,Draw
06-09-2025,United States,South Korea,0.0,2.0,Friendly,South Korea
06-09-2025,Armenia,Portugal,0.0,5.0,FIFA World Cup qualification,Portugal
06-09-2025,Austria,Cyprus,1.0,0.0,FIFA World Cup qualification,Austria
06-09-2025,San Marino,Bosnia and Herzegovina,0.0,6.0,FIFA World Cup qualification,Bosnia and Herzegovina
06-09-2025,England,Andorra,2.0,0.0,FIFA World Cup qualification,England
07-09-2025,Germany,Northern Ireland,3.0,1.0,FIFA World Cup qualification,Germany
07-09-2025,Turkey,Spain,0.0,6.0,FIFA World Cup qualification,Spain
07-09-2025,Lithuania,Netherlands,2.0,3.0,FIFA World Cup qualification,Netherlands
07-09-2025,Belgium,Kazakhstan,6.0,0.0,FIFA World Cup qualification,Belgium
07-09-2025,Qatar,Russia,1.0,4.0,Friendly,Russia
07-09-2025,Thailand,Iraq,0.0,1.0,King's Cup,Iraq
08-09-2025,Czech Republic,Saudi Arabia,1.0,1.0,Friendly,Draw
08-09-2025,Zambia,Morocco,0.0,2.0,FIFA World Cup qualification,Morocco
08-09-2025,Guinea,Algeria,0.0,0.0,FIFA World Cup qualification,Draw
08-09-2025,Equatorial Guinea,Tunisia,0.0,1.0,FIFA World Cup qualification,Tunisia
08-09-2025,Ghana,Mali,1.0,0.0,FIFA World Cup qualification,Ghana
08-09-2025,Kosovo,Sweden,2.0,0.0,FIFA World Cup qualification,Kosovo
08-09-2025,Switzerland,Slovenia,3.0,0.0,FIFA World Cup qualification,Switzerland
08-09-2025,Belarus,Scotland,0.0,2.0,FIFA World Cup qualification,Scotland
08-09-2025,Croatia,Montenegro,4.0,0.0,FIFA World Cup qualification,Croatia
08-09-2025,Panama,Guatemala,1.0,1.0,FIFA World Cup qualification,Draw
09-09-2025,Jordan,Dominican Republic,3.0,0.0,Friendly,Jordan
09-09-2025,Mexico,South Korea,2.0,2.0,Friendly,Draw
09-09-2025,New Zealand,Australia,1.0,3.0,Soccer Ashes,Australia
09-09-2025,United States,Japan,2.0,0.0,Friendly,United States
09-09-2025,Wales,Canada,0.0,1.0,Friendly,Canada
09-09-2025,Ecuador,Argentina,1.0,0.0,FIFA World Cup qualification,Ecuador
09-09-2025,Peru,Paraguay,0.0,1.0,FIFA World Cup qualification,Paraguay
09-09-2025,Bolivia,Brazil,1.0,0.0,FIFA World Cup qualification,Bolivia
09-09-2025,Venezuela,Colombia,3.0,6.0,FIFA World Cup qualification,Colombia
09-09-2025,Chile,Uruguay,0.0,0.0,FIFA World Cup qualification,Draw
09-09-2025,Burkina Faso,Egypt,0.0,0.0,FIFA World Cup qualification,Draw
09-09-2025,DR Congo,Senegal,2.0,3.0,FIFA World Cup qualification,Senegal
09-09-2025,South Africa,Nigeria,1.0,1.0,FIFA World Cup qualification,Draw
09-09-2025,Cape Verde,Cameroon,1.0,0.0,FIFA World Cup qualification,Cape Verde
09-09-2025,Gabon,Ivory Coast,0.0,0.0,FIFA World Cup qualification,Draw
09-09-2025,France,Iceland,2.0,1.0,FIFA World Cup qualification,France
09-09-2025,Hungary,Portugal,2.0,3.0,FIFA World Cup qualification,Portugal
09-09-2025,Bosnia and Herzegovina,Austria,1.0,2.0,FIFA World Cup qualification,Austria
09-09-2025,Norway,Moldova,11.0,1.0,FIFA World Cup qualification,Norway
09-09-2025,Serbia,England,0.0,5.0,FIFA World Cup qualification,England
09-09-2025,Curaçao,Bermuda,3.0,2.0,FIFA World Cup qualification,Curaçao
09-09-2025,Costa Rica,Haiti,3.0,3.0,FIFA World Cup qualification,Draw
08-10-2025,Qatar,Oman,0.0,0.0,FIFA World Cup qualification,Draw
08-10-2025,Saudi Arabia,Indonesia,3.0,2.0,FIFA World Cup qualification,Saudi Arabia
08-10-2025,Djibouti,Egypt,0.0,3.0,FIFA World Cup qualification,Egypt
08-10-2025,Libya,Cape Verde,3.0,3.0,FIFA World Cup qualification,Draw
08-10-2025,Central African Republic,Ghana,0.0,5.0,FIFA World Cup qualification,Ghana
09-10-2025,England,Wales,3.0,0.0,Friendly,England
09-10-2025,Poland,New Zealand,1.0,0.0,Friendly,Poland
09-10-2025,Morocco,Bahrain,1.0,0.0,Friendly,Morocco
09-10-2025,Algeria,Somalia,3.0,0.0,FIFA World Cup qualification,Algeria
09-10-2025,Scotland,Greece,3.0,1.0,FIFA World Cup qualification,Scotland
09-10-2025,Malta,Netherlands,0.0,4.0,FIFA World Cup qualification,Netherlands
09-10-2025,Austria,San Marino,10.0,0.0,FIFA World Cup qualification,Austria
09-10-2025,Cyprus,Bosnia and Herzegovina,2.0,2.0,FIFA World Cup qualification,Draw
09-10-2025,Czech Republic,Croatia,0.0,0.0,FIFA World Cup qualification,Draw
09-10-2025,Nicaragua,Haiti,0.0,3.0,FIFA World Cup qualification,Haiti
10-10-2025,Argentina,Venezuela,1.0,0.0,Friendly,Argentina
10-10-2025,Canada,Australia,0.0,1.0,Friendly,Australia
10-10-2025,Russia,Iran,2.0,1.0,Friendly,Russia
10-10-2025,Japan,Paraguay,2.0,2.0,Kirin Cup,Draw
10-10-2025,Uzbekistan,Kuwait,2.0,0.0,Friendly,Uzbekistan
10-10-2025,Jordan,Bolivia,0.0,1.0,Friendly,Bolivia
10-10-2025,South Korea,Brazil,0.0,5.0,Friendly,Brazil
10-10-2025,Uruguay,Dominican Republic,1.0,0.0,Friendly,Uruguay
10-10-2025,United States,Ecuador,1.0,1.0,Friendly,Draw
10-10-2025,Togo,DR Congo,0.0,1.0,FIFA World Cup qualification,DR Congo
10-10-2025,South Sudan,Senegal,0.0,5.0,FIFA World Cup qualification,Senegal
10-10-2025,South Africa,Zimbabwe,0.0,0.0,FIFA World Cup qualification,Draw
10-10-2025,Seychelles,Ivory Coast,0.0,7.0,FIFA World Cup qualification,Ivory Coast
10-10-2025,Tunisia,São Tomé and Príncipe,6.0,0.0,FIFA World Cup qualification,Tunisia
10-10-2025,Germany,Luxembourg,4.0,0.0,FIFA World Cup qualification,Germany
10-10-2025,Sweden,Switzerland,0.0,2.0,FIFA World Cup qualification,Switzerland
10-10-2025,France,Azerbaijan,3.0,0.0,FIFA World Cup qualification,France
10-10-2025,Belgium,North Macedonia,0.0,0.0,FIFA World Cup qualification,Draw
10-10-2025,El Salvador,Panama,0.0,1.0,FIFA World Cup qualification,Panama
10-10-2025,Curaçao,Jamaica,2.0,0.0,FIFA World Cup qualification,Curaçao
11-10-2025,Mexico,Colombia,0.0,4.0,Friendly,Colombia
11-10-2025,Iraq,Indonesia,1.0,0.0,FIFA World Cup qualification,Iraq
11-10-2025,Spain,Georgia,2.0,0.0,FIFA World Cup qualification,Spain
11-10-2025,Bulgaria,Turkey,1.0,6.0,FIFA World Cup qualification,Turkey
11-10-2025,Portugal,Republic of Ireland,1.0,0.0,FIFA World Cup qualification,Portugal
11-10-2025,Norway,Israel,5.0,0.0,FIFA World Cup qualification,Norway
12-10-2025,Malta,Bosnia and Herzegovina,1.0,4.0,Friendly,Bosnia and Herzegovina
12-10-2025,Egypt,Guinea-Bissau,1.0,0.0,FIFA World Cup qualification,Egypt
12-10-2025,Ghana,Comoros,1.0,0.0,FIFA World Cup qualification,Ghana
12-10-2025,Scotland,Belarus,2.0,1.0,FIFA World Cup qualification,Scotland
12-10-2025,Netherlands,Finland,4.0,0.0,FIFA World Cup qualification,Netherlands
12-10-2025,Romania,Austria,1.0,0.0,FIFA World Cup qualification,Romania
12-10-2025,Faroe Islands,Czech Republic,2.0,1.0,FIFA World Cup qualification,Faroe Islands
12-10-2025,Croatia,Gibraltar,3.0,0.0,FIFA World Cup qualification,Croatia
13-10-2025,Uzbekistan,Uruguay,1.0,2.0,Friendly,Uruguay
13-10-2025,Cape Verde,Eswatini,3.0,0.0,FIFA World Cup qualification,Cape Verde
13-10-2025,Tunisia,Namibia,3.0,0.0,FIFA World Cup qualification,Tunisia
13-10-2025,Northern Ireland,Germany,0.0,1.0,FIFA World Cup qualification,Germany
13-10-2025,Slovenia,Switzerland,0.0,0.0,FIFA World Cup qualification,Draw
13-10-2025,Sweden,Kosovo,0.0,1.0,FIFA World Cup qualification,Kosovo
13-10-2025,Iceland,France,2.0,2.0,FIFA World Cup qualification,Draw
13-10-2025,Wales,Belgium,2.0,4.0,FIFA World Cup qualification,Belgium
13-10-2025,Honduras,Haiti,3.0,0.0,FIFA World Cup qualification,Honduras
14-10-2025,Albania,Jordan,4.0,2.0,Friendly,Albania
14-10-2025,Japan,Brazil,3.0,2.0,Kirin Cup,Japan
14-10-2025,Iran,Tanzania,2.0,0.0,Friendly,Iran
14-10-2025,Canada,Colombia,0.0,0.0,Friendly,Draw
14-10-2025,South Korea,Paraguay,2.0,0.0,Friendly,South Korea
14-10-2025,Mexico,Ecuador,1.0,1.0,Friendly,Draw
14-10-2025,Norway,New Zealand,1.0,1.0,Friendly,Draw
14-10-2025,Puerto Rico,Argentina,0.0,6.0,Friendly,Argentina
14-10-2025,United States,Australia,2.0,1.0,Friendly,United States
14-10-2025,Qatar,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Qatar
14-10-2025,Saudi Arabia,Iraq,0.0,0.0,FIFA World Cup qualification,Draw
14-10-2025,Senegal,Mauritania,4.0,0.0,FIFA World Cup qualification,Senegal
14-10-2025,DR Congo,Sudan,1.0,0.0,FIFA World Cup qualification,DR Congo
14-10-2025,South Africa,Rwanda,3.0,0.0,FIFA World Cup qualification,South Africa
14-10-2025,Morocco,Congo,1.0,0.0,FIFA World Cup qualification,Morocco
14-10-2025,Ivory Coast,Kenya,3.0,0.0,FIFA World Cup qualification,Ivory Coast
14-10-2025,Algeria,Uganda,2.0,1.0,FIFA World Cup qualification,Algeria
14-10-2025,Spain,Bulgaria,4.0,0.0,FIFA World Cup qualification,Spain
14-10-2025,Turkey,Georgia,4.0,1.0,FIFA World Cup qualification,Turkey
14-10-2025,Portugal,Hungary,2.0,2.0,FIFA World Cup qualification,Draw
14-10-2025,Latvia,England,0.0,5.0,FIFA World Cup qualification,England
14-10-2025,Panama,Suriname,1.0,1.0,FIFA World Cup qualification,Draw
14-10-2025,Curaçao,Trinidad and Tobago,1.0,1.0,FIFA World Cup qualification,Draw
12-11-2025,Tunisia,Mauritania,1.0,1.0,Friendly,Draw
13-11-2025,Algeria,Zimbabwe,3.0,1.0,Friendly,Algeria
13-11-2025,Canada,Ecuador,0.0,0.0,Friendly,Draw
13-11-2025,Czech Republic,San Marino,1.0,0.0,Friendly,Czech Republic
13-11-2025,United Arab Emirates,Iraq,1.0,1.0,FIFA World Cup qualification,Draw
13-11-2025,Cameroon,DR Congo,0.0,1.0,FIFA World Cup qualification,DR Congo
13-11-2025,France,Ukraine,4.0,0.0,FIFA World Cup qualification,France
13-11-2025,Republic of Ireland,Portugal,2.0,0.0,FIFA World Cup qualification,Republic of Ireland
13-11-2025,Norway,Estonia,4.0,1.0,FIFA World Cup qualification,Norway
13-11-2025,England,Serbia,2.0,0.0,FIFA World Cup qualification,England
13-11-2025,Iran,Cape Verde,0.0,0.0,Al Ain International Cup,Draw
13-11-2025,Guatemala,Panama,2.0,3.0,FIFA World Cup qualification,Panama
13-11-2025,Bermuda,Curaçao,0.0,7.0,FIFA World Cup qualification,Curaçao
13-11-2025,Haiti,Costa Rica,1.0,0.0,FIFA World Cup qualification,Haiti
14-11-2025,Angola,Argentina,0.0,2.0,Friendly,Argentina
14-11-2025,Australia,Venezuela,0.0,1.0,Friendly,Venezuela
14-11-2025,South Korea,Bolivia,2.0,0.0,Friendly,South Korea
14-11-2025,Morocco,Mozambique,1.0,0.0,Friendly,Morocco
14-11-2025,Japan,Ghana,2.0,0.0,Kirin Cup,Japan
14-11-2025,Saudi Arabia,Ivory Coast,1.0,0.0,Friendly,Saudi Arabia
14-11-2025,Tunisia,Jordan,3.0,2.0,Friendly,Tunisia
14-11-2025,Luxembourg,Germany,0.0,2.0,FIFA World Cup qualification,Germany
14-11-2025,Poland,Netherlands,1.0,1.0,FIFA World Cup qualification,Draw
14-11-2025,Croatia,Faroe Islands,3.0,1.0,FIFA World Cup qualification,Croatia
14-11-2025,Uzbekistan,Egypt,2.0,0.0,Al Ain International Cup,Uzbekistan
15-11-2025,Brazil,Senegal,2.0,0.0,Friendly,Brazil
15-11-2025,Colombia,New Zealand,2.0,1.0,Friendly,Colombia
15-11-2025,Mexico,Uruguay,0.0,0.0,Friendly,Draw
15-11-2025,South Africa,Zambia,3.0,1.0,Friendly,South Africa
15-11-2025,United States,Paraguay,2.0,1.0,Friendly,United States
15-11-2025,Switzerland,Sweden,4.0,1.0,FIFA World Cup qualification,Switzerland
15-11-2025,Greece,Scotland,3.0,2.0,FIFA World Cup qualification,Greece
15-11-2025,Turkey,Bulgaria,2.0,0.0,FIFA World Cup qualification,Turkey
15-11-2025,Georgia,Spain,0.0,4.0,FIFA World Cup qualification,Spain
15-11-2025,Cyprus,Austria,0.0,2.0,FIFA World Cup qualification,Austria
15-11-2025,Bosnia and Herzegovina,Romania,3.0,1.0,FIFA World Cup qualification,Bosnia and Herzegovina
15-11-2025,Kazakhstan,Belgium,1.0,1.0,FIFA World Cup qualification,Draw
16-11-2025,Nigeria,DR Congo,1.0,1.0,FIFA World Cup qualification,Draw
16-11-2025,Azerbaijan,France,1.0,3.0,FIFA World Cup qualification,France
16-11-2025,Portugal,Armenia,9.0,1.0,FIFA World Cup qualification,Portugal
16-11-2025,Italy,Norway,1.0,4.0,FIFA World Cup qualification,Norway
16-11-2025,Albania,England,0.0,2.0,FIFA World Cup qualification,England
17-11-2025,Qatar,Zimbabwe,1.0,2.0,Friendly,Zimbabwe
17-11-2025,Germany,Slovakia,6.0,0.0,FIFA World Cup qualification,Germany
17-11-2025,Netherlands,Lithuania,4.0,0.0,FIFA World Cup qualification,Netherlands
17-11-2025,Czech Republic,Gibraltar,6.0,0.0,FIFA World Cup qualification,Czech Republic
17-11-2025,Montenegro,Croatia,2.0,3.0,FIFA World Cup qualification,Croatia
17-11-2025,Cape Verde,Egypt,1.0,1.0,Al Ain International Cup,Draw
18-11-2025,Morocco,Uganda,4.0,0.0,Friendly,Morocco
18-11-2025,Oman,Ivory Coast,0.0,2.0,Friendly,Ivory Coast
18-11-2025,Saudi Arabia,Algeria,0.0,2.0,Friendly,Algeria
18-11-2025,Kenya,Senegal,0.0,8.0,Friendly,Senegal
18-11-2025,Japan,Bolivia,3.0,0.0,Kirin Cup,Japan
18-11-2025,Mali,Jordan,3.0,2.0,Friendly,Mali
18-11-2025,Brazil,Tunisia,1.0,1.0,Friendly,Draw
18-11-2025,Canada,Venezuela,2.0,0.0,Friendly,Canada
18-11-2025,Colombia,Australia,3.0,0.0,Friendly,Colombia
18-11-2025,Ecuador,New Zealand,2.0,0.0,Friendly,Ecuador
18-11-2025,South Korea,Ghana,1.0,0.0,Friendly,South Korea
18-11-2025,Mexico,Paraguay,1.0,2.0,Friendly,Paraguay
18-11-2025,United States,Uruguay,5.0,1.0,Friendly,United States
18-11-2025,Iraq,United Arab Emirates,2.0,1.0,FIFA World Cup qualification,Iraq
18-11-2025,Kosovo,Switzerland,1.0,1.0,FIFA World Cup qualification,Draw
18-11-2025,Sweden,Slovenia,1.0,1.0,FIFA World Cup qualification,Draw
18-11-2025,Scotland,Denmark,4.0,2.0,FIFA World Cup qualification,Scotland
18-11-2025,Spain,Turkey,2.0,2.0,FIFA World Cup qualification,Draw
18-11-2025,Austria,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Draw
18-11-2025,Belgium,Liechtenstein,7.0,0.0,FIFA World Cup qualification,Belgium
18-11-2025,Iran,Uzbekistan,0.0,0.0,Al Ain International Cup,Draw
18-11-2025,Panama,El Salvador,3.0,0.0,FIFA World Cup qualification,Panama
18-11-2025,Jamaica,Curaçao,0.0,0.0,FIFA World Cup qualification,Draw
18-11-2025,Haiti,Nicaragua,2.0,0.0,FIFA World Cup qualification,Haiti
01-12-2025,Tunisia,Syria,0.0,1.0,Arab Cup,Syria
01-12-2025,Qatar,Palestine,0.0,1.0,Arab Cup,Palestine
02-12-2025,Morocco,Comoros,3.0,1.0,Arab Cup,Morocco
02-12-2025,Saudi Arabia,Oman,2.0,1.0,Arab Cup,Saudi Arabia
02-12-2025,Egypt,Kuwait,1.0,1.0,Arab Cup,Draw
03-12-2025,Jordan,United Arab Emirates,2.0,1.0,Arab Cup,Jordan
03-12-2025,Algeria,Sudan,0.0,0.0,Arab Cup,Draw
03-12-2025,Iraq,Bahrain,2.0,1.0,Arab Cup,Iraq
04-12-2025,Palestine,Tunisia,2.0,2.0,Arab Cup,Draw
04-12-2025,Qatar,Syria,1.0,1.0,Arab Cup,Draw
05-12-2025,Oman,Morocco,0.0,0.0,Arab Cup,Draw
05-12-2025,Comoros,Saudi Arabia,1.0,3.0,Arab Cup,Saudi Arabia
